id,mmsi,length,width,polarMode,centerLookAngle,heightspace,widthspace,path
Ship_C01S03N0004,413831555,69,13,DV,31.57,1.540392,1.124222,Cargo\Cargo-HazardA
Ship_C01S03N0005,413409640,97,16,DV,33.54,1.707937,1.124222,Cargo\Cargo-HazardA
Ship_C01S03N0006,413409640,97,16,DV,33.54,1.707884,1.124222,Cargo\Cargo-HazardA
Ship_C01S03N0007,413307000,140,20,DH,42.51,1.701591,1.124222,Cargo\Cargo-HazardA
Ship_C01S03N0008,413354910,95,16,DH,42.51,1.701591,1.124222,Cargo\Cargo-HazardA
Ship_C01S03N0009,412413210,52,8,DH,42.51,1.701591,1.124222,Cargo\Cargo-HazardA
Ship_C01S03N0010,413406960,85,16,DH,42.51,1.701515,1.124222,Cargo\Cargo-HazardA
Ship_C01S03N0011,413406960,85,16,DH,42.51,1.701438,1.124222,Cargo\Cargo-HazardA
Ship_C01S03N0012,477524300,147,23,DH,42.51,1.701438,1.124222,Cargo\Cargo-HazardA
Ship_C01S04N0001,710000215,101,12,DV,40.36,1.736391,1.124222,Cargo\Cargo-HazardB
Ship_C01S04N0002,413950136,35,7,DH,42.51,1.699753,1.124222,Cargo\Cargo-HazardB
Ship_C01S04N0003,413354720,27,6,DH,40.36,1.729171,1.124222,Cargo\Cargo-HazardB
Ship_C01S04N0004,412607000,190,32,DV,33.54,1.707884,1.124222,Cargo\Cargo-HazardB
Ship_C01S05N0001,413142000,263,32,DV,23.76,1.537541,1.124222,Cargo\Cargo-HazardC
Ship_C01S05N0002,413775548,61,10,DH,42.51,1.699753,1.124222,Cargo\Cargo-HazardC
Ship_C01S05N0003,351496000,293,32,DH,42.51,1.701438,1.124222,Cargo\Cargo-HazardC
Ship_C01S06N0001,367543070,88,16,DV,40.36,1.736387,1.124222,Cargo\Cargo-HazardD
Ship_C01S06N0002,413819525,53,10,DH,35.41,1.753911,1.124222,Cargo\Cargo-HazardD
Ship_C01S06N0003,413819525,53,10,DH,35.41,1.753911,1.124222,Cargo\Cargo-HazardD
Ship_C01S06N0004,413700005,29,6,DH,42.51,1.701438,1.124222,Cargo\Cargo-HazardD
Ship_C01S07N0001,538005121,194,29,DV,23.76,1.537541,1.124222,Cargo\CargoShip
Ship_C01S07N0002,677099400,160,25,DV,23.76,1.537685,1.124222,Cargo\CargoShip
Ship_C01S07N0003,412353510,96,14,DV,40.36,1.730058,1.124222,Cargo\CargoShip
Ship_C01S07N0004,413406450,137,21,DV,40.36,1.730058,1.124222,Cargo\CargoShip
Ship_C01S07N0005,413457790,46,12,DV,40.36,1.730058,1.124222,Cargo\CargoShip
Ship_C01S07N0006,413831000,133,20,DV,40.36,1.730058,1.124222,Cargo\CargoShip
Ship_C01S07N0007,520377269,135,20,DV,40.36,1.728133,1.124222,Cargo\CargoShip
Ship_C01S07N0008,412613000,190,32,DV,40.36,1.728059,1.124222,Cargo\CargoShip
Ship_C01S07N0009,413784000,188,31,DV,40.36,1.72791,1.124222,Cargo\CargoShip
Ship_C01S07N0010,413203730,150,22,DV,40.36,1.727835,1.124222,Cargo\CargoShip
Ship_C01S07N0011,444001623,101,17,DV,40.36,1.727536,1.124222,Cargo\CargoShip
Ship_C01S07N0012,445086000,99,16,DV,40.36,1.727536,1.124222,Cargo\CargoShip
Ship_C01S07N0013,413323640,96,16,DV,40.36,1.727386,1.124222,Cargo\CargoShip
Ship_C01S07N0014,309393000,118,21,DV,40.36,1.736387,1.124222,Cargo\CargoShip
Ship_C01S07N0015,413272560,81,14,DH,35.41,1.72843,1.124222,Cargo\CargoShip
Ship_C01S07N0016,413272880,159,23,DH,35.41,1.72843,1.124222,Cargo\CargoShip
Ship_C01S07N0017,413272950,97,16,DH,35.41,1.72843,1.124222,Cargo\CargoShip
Ship_C01S07N0018,413304230,126,19,DH,35.41,1.72843,1.124222,Cargo\CargoShip
Ship_C01S07N0019,413327360,100,16,DH,35.41,1.72843,1.124222,Cargo\CargoShip
Ship_C01S07N0020,413327390,123,16,DH,35.41,1.72843,1.124222,Cargo\CargoShip
Ship_C01S07N0021,413355150,98,16,DH,35.41,1.72843,1.124222,Cargo\CargoShip
Ship_C01S07N0022,413447779,86,15,DH,35.41,1.72843,1.124222,Cargo\CargoShip
Ship_C01S07N0023,413479190,0,0,DH,35.41,1.72843,1.124222,Cargo\CargoShip
Ship_C01S07N0024,413508250,97,16,DH,35.41,1.72843,1.124222,Cargo\CargoShip
Ship_C01S07N0025,413551620,97,16,DH,35.41,1.72843,1.124222,Cargo\CargoShip
Ship_C01S07N0026,413981480,93,10,DH,35.41,1.72843,1.124222,Cargo\CargoShip
Ship_C01S07N0027,513984426,90,16,DH,35.41,1.72843,1.124222,Cargo\CargoShip
Ship_C01S07N0028,620056666,80,13,DH,35.41,1.72843,1.124222,Cargo\CargoShip
Ship_C01S07N0029,412110131,67,13,DH,35.41,1.72843,1.124222,Cargo\CargoShip
Ship_C01S07N0030,900090068,0,0,DH,35.41,1.72843,1.124222,Cargo\CargoShip
Ship_C01S07N0031,990011011,69,14,DH,35.41,1.72843,1.124222,Cargo\CargoShip
Ship_C01S07N0032,100900125,50,6,DH,35.41,1.72843,1.124222,Cargo\CargoShip
Ship_C01S07N0033,412303270,52,9,DH,35.41,1.72843,1.124222,Cargo\CargoShip
Ship_C01S07N0034,412356350,133,22,DH,35.41,1.72843,1.124222,Cargo\CargoShip
Ship_C01S07N0035,412502640,99,15,DH,35.41,1.72843,1.124222,Cargo\CargoShip
Ship_C01S07N0036,412761310,159,24,DH,35.41,1.72843,1.124222,Cargo\CargoShip
Ship_C01S07N0037,413202588,76,15,DH,35.41,1.72843,1.124222,Cargo\CargoShip
Ship_C01S07N0038,413222883,76,13,DH,35.41,1.72843,1.124222,Cargo\CargoShip
Ship_C01S07N0039,413270480,98,16,DH,35.41,1.72843,1.124222,Cargo\CargoShip
Ship_C01S07N0040,413271670,98,16,DH,35.41,1.72843,1.124222,Cargo\CargoShip
Ship_C01S07N0041,412762410,140,20,DH,35.41,1.728565,1.124222,Cargo\CargoShip
Ship_C01S07N0042,412050631,66,13,DH,35.41,1.728565,1.124222,Cargo\CargoShip
Ship_C01S07N0043,413325440,83,16,DH,35.41,1.728565,1.124222,Cargo\CargoShip
Ship_C01S07N0044,990011015,66,16,DH,35.41,1.728565,1.124222,Cargo\CargoShip
Ship_C01S07N0045,413776798,46,9,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0046,413777506,45,9,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0047,413777712,70,12,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0048,413778082,45,8,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0049,413778491,44,8,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0050,413778606,79,13,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0051,413778677,63,11,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0052,413779085,66,11,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0053,413780526,94,15,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0054,413781494,39,7,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0055,413781773,62,11,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0056,413781782,46,8,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0057,413782196,59,9,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0058,413782383,48,9,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0059,413782843,37,7,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0060,413783801,44,8,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0061,413784214,80,14,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0062,413787428,45,8,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0063,413787462,122,20,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0064,413788041,79,13,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0065,413788226,53,10,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0066,413788568,63,13,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0067,413352620,97,16,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0068,413789542,47,9,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0069,413789681,44,8,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0070,413789737,51,36,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0071,413792058,59,12,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0072,413792188,64,11,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0073,413792446,126,21,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0074,413552490,64,11,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0075,413792648,53,10,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0076,413793797,67,15,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0077,413793812,109,19,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0078,413794462,49,10,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0079,413794772,126,21,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0080,413794779,63,11,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0081,413794882,37,7,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0082,413795145,83,14,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0083,413797063,68,13,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0084,413800092,112,18,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0085,413800538,99,16,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0086,413801115,80,13,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0087,413801181,110,20,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0088,413801419,0,0,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0089,413801501,98,17,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0090,413592190,106,20,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0091,413802720,44,9,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0092,413802756,76,11,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0093,413802813,117,19,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0094,413620450,56,9,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0095,413804443,59,10,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0096,413804463,38,7,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0097,413805673,36,7,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0098,413806368,45,8,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0099,413761022,88,15,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0100,413807561,35,7,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0101,413807759,59,11,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0102,413810503,44,8,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0103,413811913,74,12,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0104,413812197,44,8,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0105,413812518,49,10,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0106,413813188,92,14,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0107,413814254,49,9,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0108,413814476,64,12,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0109,413816179,89,14,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0110,413816586,83,14,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0111,413817584,84,14,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0112,413817600,127,21,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0113,413817632,68,11,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0114,413818177,42,8,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0115,413818864,76,13,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0116,413763436,69,13,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0117,413818881,50,10,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0118,413819098,68,14,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0119,413819299,63,10,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0120,413819438,49,9,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0121,413819492,99,17,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0122,413819529,108,19,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0123,413819736,63,12,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0124,413820701,53,10,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0125,413820775,40,8,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0126,413764193,63,11,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0127,413821766,83,14,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0128,413822871,66,12,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0129,413825071,0,0,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0130,413764438,65,12,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0131,413826404,47,9,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0132,413826618,76,13,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0133,413826912,56,10,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0134,413764518,69,12,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0135,413764567,90,15,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0136,413827738,120,22,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0137,413827789,109,21,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0138,413828132,93,16,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0139,413828978,99,16,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0140,413829037,81,13,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0141,413765594,44,8,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0142,413829302,83,13,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0143,413829671,118,20,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0144,413829675,58,10,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0145,413829709,132,23,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0146,413829748,108,17,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0147,413829751,80,13,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0148,413765873,65,12,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0149,413829942,44,9,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0150,413829992,90,10,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0151,413830114,64,11,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0152,413830212,119,22,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0153,413830705,95,15,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0154,413831333,99,17,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0155,413832202,0,0,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0156,413833309,63,13,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0157,413766165,95,15,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0158,413833649,103,17,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0159,413834042,85,13,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0160,413834101,113,19,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0161,413834148,109,19,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0162,413853926,66,11,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0163,413855577,63,12,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0164,413860692,88,15,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0165,413767607,49,8,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0166,413954814,55,10,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0167,413958917,68,13,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0168,413964116,52,10,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0169,413965151,68,15,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0170,413966103,63,13,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0171,413971393,45,9,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0172,413971539,49,9,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0173,413974039,50,9,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0174,413975695,52,9,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0175,413768005,68,11,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0176,413979416,59,11,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0177,413985693,68,11,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0178,413989919,100,18,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0179,413991251,89,15,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0180,413992603,77,13,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0181,413768824,57,10,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0182,413993839,70,11,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0183,413994736,44,8,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0184,413994881,59,11,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0185,413995077,59,11,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0186,413995093,49,9,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0187,413995787,80,0,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0188,413996155,63,13,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0189,413996387,62,12,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0190,413996479,0,0,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0191,413996656,63,12,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0192,413997655,65,11,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0193,413998946,75,13,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0194,413769607,94,15,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0195,413769815,55,10,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0196,413771332,79,13,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0197,413772262,64,13,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0198,413773657,106,17,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0199,413774888,27,9,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0200,413775456,0,0,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0201,413776295,87,14,DH,42.51,1.699753,1.124222,Cargo\CargoShip
Ship_C01S07N0202,412764080,53,9,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0203,413784757,47,9,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0204,413785995,52,10,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0205,413786772,38,13,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0206,413786775,40,8,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0207,413786854,72,13,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0208,413787143,43,8,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0209,413787213,66,12,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0210,413787335,91,15,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0211,413787831,103,17,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0212,413787919,86,14,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0213,413788701,67,11,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0214,413789295,53,9,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0215,413789348,53,9,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0216,413789634,44,8,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0217,413327570,57,9,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0218,413789978,48,9,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0219,413790302,44,9,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0220,413790744,60,10,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0221,413791019,44,9,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0222,413791459,65,12,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0223,413791579,82,15,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0224,413791638,98,16,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0225,413791679,31,6,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0226,413791939,59,12,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0227,413791952,59,11,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0228,413791997,66,11,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0229,413792382,110,19,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0230,413792396,79,13,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0231,413792476,44,9,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0232,413792481,79,14,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0233,413792598,118,21,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0234,413793413,85,15,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0235,413793889,58,10,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0236,413793987,99,17,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0237,413794163,59,11,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0238,413794189,60,11,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0239,413794669,96,15,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0240,413794706,67,14,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0241,413795145,83,14,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0242,413800092,112,18,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0243,413800769,101,17,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0244,413800788,95,14,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0245,413801785,59,11,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0246,413802684,79,13,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0247,413802725,92,15,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0248,413802861,109,19,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0249,413802874,56,10,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0250,413804291,120,20,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0251,413804485,55,10,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0252,413805097,53,9,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0253,413805635,33,6,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0254,413805825,69,11,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0255,413806383,50,9,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0256,413807196,48,9,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0257,413808862,96,14,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0258,413809509,106,15,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0259,413809956,72,12,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0260,413809979,63,12,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0261,413810141,50,9,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0262,413810207,63,11,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0263,413811253,44,9,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0264,413812733,33,8,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0265,413812887,90,17,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0266,413813192,92,14,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0267,413813782,66,11,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0268,413814225,72,12,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0269,413620130,56,9,DH,42.51,1.699678,1.124222,Cargo\CargoShip
